# See the documentation on the wiki to learn how to edit this file.
#-------------------------------
#[BULBASAUR]
#Name = Bulbasaur
#Types = GRASS,POISON
#BaseStats = 45,49,49,45,65,65
#GenderRatio = FemaleOneEighth
#GrowthRate = Parabolic
#BaseExp = 64
#EVs = SPECIAL_ATTACK,1
#CatchRate = 45
#Happiness = 50
#Abilities = OVERGROW
#HiddenAbilities = CHLOROPHYLL
#Moves = 1,TACKLE,1,GROWL,3,VINEWHIP,6,GROWTH,9,LEECHSEED,12,RAZORLEAF,15,POISONPOWDER,15,SLEEPPOWDER,18,SEEDBOMB,21,TAKEDOWN,24,SWEETSCENT,27,SYNTHESIS,30,WORRYSEED,33,DOUBLEEDGE,36,SOLARBEAM
#TutorMoves = AMNESIA,ATTRACT,BODYSLAM,BULLETSEED,CHARM,CUT,DOUBLETEAM,ENDURE,ENERGYBALL,FACADE,FALSESWIPE,FLASH,GIGADRAIN,GRASSKNOT,GRASSPLEDGE,GRASSYGLIDE,GRASSYTERRAIN,HELPINGHAND,HIDDENPOWER,LEAFSTORM,LIGHTSCREEN,MAGICALLEAF,POWERWHIP,PROTECT,REST,ROCKSMASH,ROUND,SAFEGUARD,SEEDBOMB,SLEEPTALK,SLUDGEBOMB,SNORE,SOLARBEAM,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,SWORDSDANCE,TOXIC,VENOSHOCK,WEATHERBALL,WORKUP
#EggMoves = AMNESIA,CHARM,CURSE,GRASSYTERRAIN,INGRAIN,LEAFSTORM,MAGICALLEAF,NATUREPOWER,PETALDANCE,POWERWHIP,SKULLBASH,SLUDGE
##EggGroups = Monster,Grass
#HatchSteps = 5120
#Height = 0.7
#Weight = 6.9
#Color = Green
#Shape = Quadruped
#Habitat = Grassland
#Category = Seed
#Pokedex = Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger.
#Generation = 1
#Evolutions = IVYSAUR,Level,16
#-------------------------------
[MOLLUCOTTA]
TutorMoves = STRENGTH,WORKUP,EXPLOSION,SWAGGER,PROTECT,SANDSTORM,EARTHQUAKE,RETURN,DIG,BRICKBREAK,REFLECT,ROCKTOMB,FACADE,LOWSWEEP,ALLYSWITCH,FALSESWIPE,FLASHCANNON,BODYSLAM,BRUTALSWING,GYROBALL,SUBSTITUTE,ROCKSLIDE,STONEEDGE,GEODEBURST,ZENHEADBUTT,AVALANCHE
EggMoves = MAGNITUDE,ROLLOUT,DOUBLEEDGE,DYNAMICPUNCH
EggGroups = Mineral
HatchSteps = 5355
Height = 1.0
Weight = 97.0
Color = Yellow
Shape = Head
Category = Compass
Pokedex = Its magnetic nose consistently faces north. Travelers check Nosepass to get their bearings.
WildItemUncommon = MAGNET
Evolutions = NOSEPONCH,Noseponch,
#-------------------------------
[NOSEPONCH]
Name = Noseponch
Types = ROCK,FIGHTING
BaseStats = 75,150,145,40,55,60
GenderRatio = FemaleOneEighth
GrowthRate = Medium
BaseExp = 184
EVs = ATTACK,2,DEFENSE,1
CatchRate = 60
Happiness = 70
Abilities = LEVITATE,IRONFIST
HiddenAbilities = WARRIORSPIRIT
Moves = 0,CLOSECOMBAT,1,CLOSECOMBAT,1,DETECT,1,SHADOWPUNCH,1,FIREPUNCH,1,ICEPUNCH,1,THUNDERPUNCH,1,POWERUPPUNCH,1,QUICKGUARD,4,HARDEN,7,BLOCK,10,ROCKTHROW,13,DETECT,16,CURSE,19,SUBMISSION,22,ROCKTOMB,25,ROCKSLIDE,28,ROCKBLAST,31,CIRCLETHROW,34,HEADBUTT,37,EARTHPOWER,40,SKYUPPERCUT,43,STONEEDGE,43,FOCUSPUNCH,50,ROCKWRECKER
TutorMoves = STRENGTH,WORKUP,HELPINGHAND,EXPLOSION,SWAGGER,SANDSTORM,EARTHQUAKE,RETURN,DIG,BRICKBREAK,REFLECT,ROCKTOMB,FACADE,LOWSWEEP,ALLYSWITCH,FALSESWIPE,FLASHCANNON,BODYSLAM,BRUTALSWING,GYROBALL,SUBSTITUTE,ROCKSLIDE,STONEEDGE,GEODEBURST,ZENHEADBUTT,AVALANCHE,DRILLRUN,FIREPUNCH,ICEPUNCH,THUNDERPUNCH,TAUNT,POISONJAB
EggGroups = Mineral
HatchSteps = 5355
Height = 1.4
Weight = 340.0
Color = Yellow
Shape = Head
Category = Warrior
Pokedex = japanese delinquent looking ass
WildItemUncommon = MAGNET
#-------------------------------
[M_MARACTUS]
Name = Maractus
Types = FIRE,GRASS
BaseStats = 70,50,63,93,110,75
GenderRatio = Female75Percent
GrowthRate = Medium
BaseExp = 161
EVs = SPECIAL_ATTACK,2
CatchRate = 255
Happiness = 70
Abilities = FLASHFIRE,CHLOROPHYLL
HiddenAbilities = DROUGHT
Moves = 1,ABSORB,1,EMBER,1,INGRAIN,4,GROWTH,8,MEGADRAIN,12,LEECHSEED,16,SUCKERPUNCH,20,FLAMECHARGE,24,GIGADRAIN,28,SWEETSCENT,32,SYNTHESIS,36,PETALBLIZZARD,40,FIRELASH,44,SUNNYDAY,48,SOLARBEAM,52,PEPPERSPRAY,56,PETALDANCE,60,ERUPTION
TutorMoves = SOLARBEAM,SCREECH,SAFEGUARD,RAINDANCE,SUNNYDAY,HELPINGHAND,HEX,BULLETSEED,ASSURANCE,ROUND,POISONJAB,ENERGYBALL,GRASSKNOT,SCATTERDUST,FLAMETHROWER,FIREBLAST,WILLOWISP,FLAMEWHEEL,SCALD
EggMoves = WORRYSEED,WOODHAMMER,SEEDBOMB,NATUREPOWER
EggGroups = Grass
HatchSteps = 5355
Height = 1.0
Weight = 28.0
Color = Green
Shape = Bipedal
Category = Cactus
Pokedex = To survive the arid deserts and predatory Pokémon of Mazah, Maractus adapted durable yet smooth skin. Under this skin lies hundreds of seeds that heat up to nearly 300 degrees when shaken.
WildItemUncommon = MIRACLESEED
#-------------------------------
[REGIWOOD]
Name = Regiwood
Types = GRASS
BaseStats = 50,150,75,80,150,75
GenderRatio = Genderless
GrowthRate = Slow
BaseExp = 261
EVs = ATTACK,2,SPECIAL_ATTACK,2
CatchRate = 3
Happiness = 35
Abilities = CLEARBODY
HiddenAbilities = CHLOROPHYLL
Moves = 1,CHARGEBEAM,1,MEGADRAIN,6,BULLDOZE,12,ANCIENTPOWER,18,STOMP,24,SEEDBOMB,24,ENERGYBALL,30,COUNTER,30,MIRRORCOAT,36,GROWTH,42,WIDEGUARD,48,WOODHAMMER,54,EARTHPOWER,54,EARTHQUAKE,60,SYNTHESIS,66,LEAFSTORM,66,POWERWHIP,72,HYPERBEAM,78,EXPLOSION,84,TITANSWRATH
TutorMoves = CUT,STRENGTH,EXPLOSION,HYPERBEAM,TRIATTACK,SOLARBEAM,SOLARBLADE,FLASHCANNON,ENERGYBALL,GRASSKNOT,ACROBATICS,GIGAIMPACT,BODYSLAM,BRUTALSWING,POISONJAB
EggGroups = Undiscovered
HatchSteps = 20655
Height = 2.5
Weight = 120.0
Color = Brown
Shape = Bipedal
Category = Ancient Puppet
Pokedex = Regiwood was originally thought to have been constructed by an ancient civilization, but its design cannot be linked to any known society. It can swing its arms 360 degrees, with enough force to shatter boulders.
#-------------------------------
[REGIBRUTE]
Name = Regibrute
Types = FIGHTING
BaseStats = 100,200,100,50,80,50
GenderRatio = Genderless
GrowthRate = Slow
BaseExp = 261
EVs = ATTACK,3
CatchRate = 3
Happiness = 35
Abilities = CLEARBODY
HiddenAbilities = SCRAPPY
Moves = 1,CHARGEBEAM,1,KARATECHOP,6,BULLDOZE,12,ANCIENTPOWER,18,STOMP,24,BRICKBREAK,30,COUNTER,36,BULKUP,42,QUICKGUARD,48,HAMMERARM,54,EARTHPOWER,60,SLACKOFF,66,CLOSECOMBAT,72,HYPERBEAM,78,EXPLOSION,84,TITANSWRATH
TutorMoves = STRENGTH,WORKUP,BULKUP,ROAR,EXPLOSION,SWAGGER,TAUNT,HYPERBEAM,EARTHQUAKE,DIG,BRICKBREAK,ROCKTOMB,LIQUIDATION,LOWSWEEP,FOCUSBLAST,BODYPRESS,GIGAIMPACT,BODYSLAM,BRUTALSWING,SWORDSDANCE,POWERSWAP,PLAYROUGH,RAINDANCE,SUNNYDAY,FORCEWAVE
EggGroups = Undiscovered
HatchSteps = 20655
Height = 3.0
Weight = 375.0
Color = Red
Shape = Bipedal
Category = Homunculus
Pokedex = Despite being made of organic material, Regibrute shows no signs of decomposition. Upon reactivation, it went into a destructive rampage and leveled the lab it was being studied in.
#-------------------------------
[REGITERNAL]
Name = Regiternal
Types = FAIRY
BaseStats = 50,100,50,80,200,100
GenderRatio = Genderless
GrowthRate = Slow
BaseExp = 261
EVs = SPECIAL_ATTACK,3
CatchRate = 3
Happiness = 35
Abilities = CLEARBODY
HiddenAbilities = MAGICGUARD
Moves = 1,CHARGEBEAM,1,FAIRYWIND,6,BULLDOZE,12,ANCIENTPOWER,18,STOMP,24,DAZZLINGGLEAM,30,MIRRORCOAT,36,CALMMIND,42,QUICKGUARD,48,MOONBLAST,54,EARTHPOWER,60,RECOVER,66,FLEURCANNON,72,HYPERBEAM,78,EXPLOSION,84,TITANSWRATH
TutorMoves = CUT,FLY,STRENGTH,DEFOG,CALMMIND,EXPLOSION,HYPERBEAM,TRIATTACK,SANDSTORM,RAINDANCE,SUNNYDAY,HAIL,THUNDERBOLT,SAFEGUARD,ROUND,ALLYSWITCH,PSYCRUSH,THUNDERWAVE,GYROBALL,ZENHEADBUTT,PLAYROUGH,DAZZLINGGLEAM
EggGroups = Undiscovered
HatchSteps = 20655
Height = 2.0
Weight = 100.0
Color = Pink
Shape = Bipedal
Category = Constructor
Pokedex = Regiternal’s body is made of strange metal that has yet to have been identified by scientists. It can focus energy from its core into compressed bursts of energy that reduce anything it hits to atoms.
#-------------------------------
[BOWLLO]
Name = Bowllo
Types = STEEL
BaseStats = 50,65,75,70,30,45
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 66
EVs = DEFENSE,1
CatchRate = 190
Happiness = 70
Abilities = FILTER,SHEERFORCE
HiddenAbilities = MOMENTUM
Moves = 1,METALCLAW,1,DEFENSECURL,5,MUDSLAP,9,LEER,13,DIG,17,ROLLOUT,21,STEALTHROCK,25,SPIKES,29,HEADBUTT,33,IRONHEAD,37,IRONDEFENSE,41,ROCKSLIDE,45,AUTOTOMIZE,49,EARTHQUAKE
TutorMoves = CUT,HELPINGHAND,CALMMIND,TAUNT,DIG,LIGHTSCREEN,REFLECT,SAFEGUARD,ROUND,ALLYSWITCH,FALSESWIPE,FLASHCANNON,BODYPRESS,ENERGYBALL,BULLETSEED,GRASSKNOT,FLAMEWHEEL,BODYSLAM,GYROBALL,XSCISSOR,UTURN
EggMoves = COUNTER,CRUSHCLAW,HONECLAWS,RAPIDSPIN
EggGroups = Mineral,Field
HatchSteps = 5355
Height = 0.5
Weight = 20.0
Color = Red
Shape = BipedalTail
Category = Little Armored
Pokedex = Eager trainers who find a Poké Ball in the wilds of the Mazah region may quickly realize that they've found a curled up Bowllo. They’re capable of bouncing several feet up in the air, and stun opponents when they crash down.
Evolutions = DUPEDILLO,Level,36
#-------------------------------
[DUPEDILLO]
Name = Dupedillo
Types = STEEL
BaseStats = 110,85,140,85,50,50
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 172
EVs = DEFENSE,2
CatchRate = 60
Happiness = 70
Abilities = FILTER,SHEERFORCE
HiddenAbilities = MOMENTUM
Moves = 0,SMARTSTRIKE,1,METALSOUND,1,ENDURE,1,METALCLAW,1,DEFENSECURL,6,MUDSLAP,11,LEER,16,DIG,21,ROLLOUT,26,STEALTHROCK,31,SPIKES,36,HEADBUTT,41,IRONHEAD,46,IRONDEFENSE,51,ROCKSLIDE,56,AUTOTOMIZE,61,EARTHQUAKE,66,GYROBALL,71,HEAVYSLAM,76,IRONTAIL
TutorMoves = CUT,HELPINGHAND,CALMMIND,TAUNT,DIG,LIGHTSCREEN,REFLECT,SAFEGUARD,ROUND,ALLYSWITCH,FALSESWIPE,FLASHCANNON,BODYPRESS,ENERGYBALL,BULLETSEED,GRASSKNOT,FLAMEWHEEL,BODYSLAM,GYROBALL,XSCISSOR,UTURN,STRENGTH,SANDSTORM,EARTHQUAKE,ROCKTOMB,GIGAIMPACT,BRUTALSWING,ROCKSLIDE,ZENHEADBUTT,PLAYROUGH,AVALANCHE,DRILLRUN
EggGroups = Mineral
HatchSteps = 5355
Height = 1.5
Weight = 120.0
Color = Red
Shape = BipedalTail
Category = Decoy Ball
Pokedex = Due to looking similar in color and appearance to a Great Ball, Dupedillo are subjected to unwanted attention, making them very grumpy. Their shells are nearly impenetrable.
#-------------------------------
[MELUMUSE]
Name = Melumuse
Types = WATER,GRASS
BaseStats = 90,60,85,105,120,120
GenderRatio = Genderless
GrowthRate = Fluctuating
BaseExp = 257
EVs = SPEED,1,SPECIAL_ATTACK,1,SPECIAL_DEFENSE,1
CatchRate = 3
Happiness = 70
Abilities = AMPLIFIER
Moves = 1,MIST,1,ROUND,1,SING,8,ECHOEDVOICE,15,SCREECH,22,MEGADRAIN,29,HEALPULSE,36,SURF,43,GIGADRAIN,50,SIRENSONG,57,PERISHSONG,64,ENERGYBALL,71,HYDROPUMP
TutorMoves = ENERGYBALL,ICEBEAM,BLIZZARD,CALMMIND,DAZZLINGGLEAM,FOCUSBLAST,TRICKROOM,WORKUP,RAINDANCE,HAIL,REFLECT,SAFEGUARD,SURF,GRASSKNOT,WATERFALL,DIVE,SOLARBEAM
EggGroups = Undiscovered
HatchSteps = 4096
Height = 1.3
Weight = 16.7
Color = Blue
Shape = Bipedal
Category = Estuary
Pokedex = siren 1
#-------------------------------
[MELUCHOLY]
Name = Melucholy
Types = WATER,DARK
BaseStats = 70,70,120,120,125,75
GenderRatio = Genderless
GrowthRate = Fluctuating
BaseExp = 257
EVs = SPEED,1,SPECIAL_ATTACK,1,SPECIAL_DEFENSE,1
CatchRate = 3
Happiness = 70
Abilities = AMPLIFIER
Moves = 1,MIST,1,ROUND,1,SING,8,ECHOEDVOICE,15,SCREECH,22,SNARL,29,FAKETEARS,36,SURF,43,DARKPULSE,50,SIRENSONG,57,PERISHSONG,64,NIGHTDAZE,71,HYDROPUMP
TutorMoves = DARKPULSE,ICEBEAM,BLIZZARD,CALMMIND,PSYSHOCK,FOCUSBLAST,TRICKROOM,WORKUP,HEX,RAINDANCE,HAIL,LIGHTSCREEN,SAFEGUARD,SURF,WATERFALL,DIVE
EggGroups = Undiscovered
HatchSteps = 4096
Height = 1.3
Weight = 42.1
Color = Gray
Shape = Bipedal
Category = Coral Reef
Pokedex = siren 2
#-------------------------------
[MELUMAUNDER]
Name = Melumaunder
Types = WATER,PSYCHIC
BaseStats = 125,70,75,100,120,95
GenderRatio = Genderless
GrowthRate = Fluctuating
BaseExp = 257
EVs = DEFENSE,1,SPECIAL_ATTACK,1,SPECIAL_DEFENSE,1
CatchRate = 3
Happiness = 70
Abilities = AMPLIFIER
Moves = 1,MIST,1,ROUND,1,SING,8,ECHOEDVOICE,15,SCREECH,22,SOAK,29,CONFUSION,36,SURF,43,PSYCHIC,50,SIRENSONG,57,PERISHSONG,64,FUTURESIGHT,71,HYDROPUMP
TutorMoves = ICEBEAM,BLIZZARD,CALMMIND,PSYCHIC,PSYSHOCK,TRICKROOM,RAINDANCE,LIGHTSCREEN,REFLECT,HAIL,SURF,ALLYSWITCH,WATERFALL,DIVE
EggGroups = Undiscovered
HatchSteps = 4096
Height = 1.1
Weight = 64.4
Color = Blue
Shape = Bipedal
Category = Open Ocean
Pokedex = siren 3
#-------------------------------
[MELUMYST]
Name = Melumyst
Types = WATER,ICE
BaseStats = 110,85,125,55,90,115
GenderRatio = Genderless
GrowthRate = Fluctuating
BaseExp = 257
EVs = HP,1,SPECIAL_ATTACK,1,SPECIAL_DEFENSE,1
CatchRate = 3
Happiness = 70
Abilities = AMPLIFIER
Moves = 1,MIST,1,ROUND,1,SING,8,ECHOEDVOICE,15,SCREECH,22,FREEZEDRY,29,HAZE,36,SURF,43,ICEBEAM,50,SIRENSONG,57,PERISHSONG,64,BLIZZARD,71,HYDROPUMP
TutorMoves = HEX,ICEBEAM,BLIZZARD,CALMMIND,PSYSHOCK,BODYSLAM,BITINGCOLD,HELPINGHAND,FOCUSBLAST,TRICKROOM,WORKUP,RAINDANCE,HAIL,LIGHTSCREEN,REFLECT,SAFEGUARD,SURF,WATERFALL,DIVE
EggGroups = Undiscovered
HatchSteps = 4096
Height = 1.0
Weight = 56.6
Color = Blue
Shape = Bipedal
Category = Deep Sea
Pokedex = siren 4
#-------------------------------
[MARIPOME]
Name = Maripome
Types = BUG,FIGHTING
BaseStats = 100,140,70,160,140,70
GenderRatio = Genderless
GrowthRate = Fluctuating
BaseExp = 306
EVs = SPEED,3
CatchRate = 70
Happiness = 0
Abilities = COMPETITIVE
Moves = 1,KARATECHOP,1,HAZE,1,WHIRLWIND,1,PURIFY,5,HELPINGHAND,10,WHIRLWIND,15,CONFUSERAY,20,BUGBITE,25,HEALPULSE,30,LEECHLIFE,35,HEALBELL,40,SKYUPPERCUT,45,BARRIER,50,AURASPHERE,55,VACUUMWAVE,60,REBALANCING,65,BUGBUZZ,70,FOCUSBLAST,75,POLLENPUFF,80,GUILLOTINE,85,CLOSECOMBAT,90,PSYCHUP,95,HIGHJUMPKICK,100,MEGAHORN
TutorMoves = CUT,FLY,STRENGTH,DEFOG,WORKUP,HELPINGHAND,BULKUP,CALMMIND,SCATTERDUST,TAUNT,HYPERBEAM,SOLARBEAM,SOLARBLADE,BRICKBREAK,ROUND,FALSESWIPE,STEELWING,FOCUSBLAST,BODYPRESS,PSYCRUSH,ENERGYBALL,GRASSKNOT,ACROBATICS,GIGAIMPACT,POISONJAB,UTURN,DAZZLINGGLEAM
EggGroups = Undiscovered
HatchSteps = 30855
Height = 4.5
Weight = 158.5
Color = Blue
Shape = Bipedal
Category = First Hunted
Pokedex = Some accredit Maripome for the Mazah region’s balanced ecosystem. Stories tell of Maripome sacrificing itself to another Pokémon, so that it would never find weaker Pokémon or humans.
#-------------------------------
[HYLARMOS]
Name = Hylarmos
Types = ICE,POISON
BaseStats = 100,160,140,70,140,70
GenderRatio = Genderless
GrowthRate = Fluctuating
BaseExp = 306
EVs = ATTACK,3
CatchRate = 70
Happiness = 0
Abilities = DEFIANT
Moves = 1,POISONSTING,1,HAZE,1,NOBLEROAR,1,POISONGAS,5,TAUNT,10,ROAR,15,CONFUSERAY,20,ICEFANG,25,TOXICSPIKES,30,ICEFANG,35,DISABLE,40,CROSSPOISON,45,AMNESIA,50,ICICLESPEAR,55,ICESHARD,60,FRIGIDMAW,65,SLUDGEBOMB,70,CLOSECOMBAT,75,ICICLECRASH,80,SHEERCOLD,85,GUNKSHOT,90,BELLYDRUM,95,POWERTRIP,100,OUTRAGE
TutorMoves = CUT,STRENGTH,WORKUP,BULKUP,ROAR,VENOSHOCK,SWAGGER,ICEBEAM,BLIZZARD,HYPERBEAM,EARTHQUAKE,DIG,BRICKBREAK,SLUDGEBOMB,ROCKTOMB,TORMENT,THIEF,LOWSWEEP,FOCUSBLAST,BODYPRESS,SCALD,BITINGCOLD,GYROBALL,SWORDSDANCE,NASTYPLOT,ROCKSLIDE,DRAGONPULSE,DRAGONCLAW,POISONJAB,XSCISSOR,SCREECH,STONEEDGE,SNARL,SHADOWCLAW,PLAYROUGH,WILDCHARGE,AVALANCHE,FROSTKICK
EggGroups = Undiscovered
HatchSteps = 30855
Height = 6.1
Weight = 804.0
Color = Blue
Shape = Quadruped
Category = First Hunter
Pokedex = Establishing itself as the first hunter of the Mazah region, Hylarmos put the region’s ecological system in motion. It can produce a lethal neurotoxin that, when inhaled, slowly shuts down the victim's body.
#-------------------------------
[M_VANILLITE]
Name = Vanillite
Types = ICE,PSYCHIC
BaseStats = 46,40,50,44,65,60
GenderRatio = Female50Percent
GrowthRate = Slow
BaseExp = 61
EVs = SPECIAL_ATTACK,1
CatchRate = 255
Happiness = 140
Abilities = ICEBODY,HEALER
HiddenAbilities = SNOWWARNING
Moves = 1,NATURALGIFT,1,MIRACLEEYE,1,SWEETTOOTH,4,TAUNT,8,MIST,12,ICYWIND,16,CONFUSION,20,HAIL,24,EXTRASENSORY,28,AURORABEAM,32,BARRIER,36,ICEBEAM,40,PSYSHOCK,44,BLIZZARD,48,AURORAVEIL
TutorMoves = ALLYSWITCH,ATTRACT,AVALANCHE,BLIZZARD,ENDURE,FACADE,FLASHCANNON,HAIL,HIDDENPOWER,HYPERVOICE,ICEBEAM,ICICLESPEAR,ICYWIND,IMPRISON,IRONDEFENSE,LIGHTSCREEN,PROTECT,RAINDANCE,REST,ROUND,SELFDESTRUCT,SLEEPTALK,SNORE,SUBSTITUTE,TAUNT,UPROAR
EggMoves = SHEERCOLD,AUTOTOMIZE,EXPLOSION,ICESHARD,ICICLECRASH,MAGNETRISE
EggGroups = Mineral,Amorphous
HatchSteps = 5120
Height = 0.3
Weight = 6.4
Color = White
Shape = HeadBase
Category = Fresh Snow
Pokedex = Unable to survive in hot areas, it makes itself comfortable by breathing out air cold enough to cause snow. It burrows into the snow to sleep.
WildItemUncommon = NEVERMELTICE
Evolutions = M_VANILLISH,Level,35
#-------------------------------
[M_VANILLISH]
Name = Vanillish
Types = ICE,PSYCHIC
BaseStats = 60,50,65,49,96,75
GenderRatio = Female50Percent
GrowthRate = Slow
BaseExp = 138
EVs = SPECIAL_ATTACK,2
CatchRate = 120
Happiness = 140
Abilities = AROMAVEIL,HEALER
HiddenAbilities = SNOWWARNING
Moves = 0,BITINGCOLD,1,NATURALGIFT,1,MIRACLEEYE,1,SWEETTOOTH,1,TAUNT,12,ICYWIND,16,CONFUSION,20,HAIL,24,EXTRASENSORY,28,AURORABEAM,32,BARRIER,38,ICEBEAM,44,PSYSHOCK,50,BLIZZARD,56,AURORAVEIL
TutorMoves = ALLYSWITCH,ATTRACT,AVALANCHE,BLIZZARD,ENDURE,FACADE,FLASHCANNON,HAIL,HIDDENPOWER,HYPERVOICE,ICEBEAM,ICICLESPEAR,ICYWIND,IMPRISON,IRONDEFENSE,LIGHTSCREEN,PROTECT,RAINDANCE,REST,ROUND,SELFDESTRUCT,SLEEPTALK,SNORE,SUBSTITUTE,TAUNT,UPROAR
EggGroups = Mineral,Amorphous
HatchSteps = 5120
Height = 0.9
Weight = 40.8
Color = White
Shape = HeadBase
Category = Icy Snow
Pokedex = It blasts enemies with cold air reaching -148 degrees Fahrenheit, freezing them solid. But it spares their lives afterward's. It's a Category Pokémon.
WildItemUncommon = NEVERMELTICE
Evolutions = M_VANILLUXE,Level,47
#-------------------------------
[M_VANILLUXE]
Name = Vanilluxe
Types = ICE,PSYCHIC
BaseStats = 80,55,95,69,129,107
GenderRatio = Female50Percent
GrowthRate = Slow
BaseExp = 268
EVs = SPECIAL_ATTACK,3
CatchRate = 45
Happiness = 140
Abilities = AROMAVEIL,HEALER
HiddenAbilities = SNOWWARNING
Moves = 0,PSYCHIC,1,HAZE,1,FREEZEDRY,1,NATURALGIFT,1,MIRACLEEYE,1,SWEETTOOTH,1,TAUNT,1,BITINGCOLD,12,ICYWIND,16,CONFUSION,20,HAIL,24,EXTRASENSORY,28,AURORABEAM,32,BARRIER,38,ICEBEAM,44,PSYSHOCK,52,BLIZZARD,60,AURORAVEIL
TutorMoves = ALLYSWITCH,ATTRACT,AVALANCHE,BEATUP,BLIZZARD,ENDURE,FACADE,FLASHCANNON,GIGAIMPACT,HAIL,HIDDENPOWER,HYPERBEAM,HYPERVOICE,ICEBEAM,ICICLESPEAR,ICYWIND,IMPRISON,IRONDEFENSE,LIGHTSCREEN,PROTECT,RAINDANCE,REST,ROUND,SELFDESTRUCT,SLEEPTALK,SNORE,SUBSTITUTE,TAUNT,UPROAR,WEATHERBALL
EggGroups = Mineral,Amorphous
HatchSteps = 5120
Height = 1.2
Weight = 58.0
Color = White
Shape = MultiBody
Category = Snowstorm
Pokedex = When its anger reaches a breaking point, this Pokémon unleashes a fierce blizzard that freezes every creature around it, be they friend or foe.
WildItemCommon = NEVERMELTICE
#-------------------------------
[KNOGGIN]
Name = K'Noggin
Types = ROCK
BaseStats = 40,75,70,35,35,20
GenderRatio = FemaleOneEighth
GrowthRate = Slow
BaseExp = 66
EVs = DEFENSE,1
CatchRate = 180
Happiness = 35
Abilities = SOLIDROCK,SUPERLUCK
HiddenAbilities = ROCKHEAD
Moves = 1,TACKLE,1,HARDEN,4,ROCKTHROW,8,BITE,12,ROAR,16,TAKEDOWN,20,SUBMISSION,24,ROCKSLIDE,28,ASSURANCE,33,SANDSTORM,36,DOUBLEEDGE,40,NIGHTSLASH,44,STEALTHROCK,48,CRUNCH,52,STONEEDGE,56,THROATCHOP,60,ROCKWRECKER
TutorMoves = CUT,STRENGTH,TAUNT,SANDSTORM,EARTHQUAKE,DIG,ROCKTOMB,FALSESWIPE,BODYSLAM,ASSURANCE,BRUTALSWING,ROCKSLIDE,DRAGONPULSE,DRAGONCLAW,POISONJAB,XSCISSOR,STONEEDGE,SNARL,DARKPULSE,SHADOWCLAW,DRILLRUN
EggMoves = HEADSMASH,SUPERPOWER,DRAGONRUSH,SHADOWCLAW
EggGroups = Monster
HatchSteps = 8960
Height = 0.3
Weight = 32.6
Color = Gray
Shape = Quadruped
Habitat = Cave
Category = Knife Head
Pokedex = made out of entirely just stone, its sig is just super luck again, made out of entirely just stone^2
WildItemUncommon = HARDSTONE
Evolutions = KHATCHET,Level,32
#-------------------------------
[KHATCHET]
Name = K'Hatchet
Types = ROCK
BaseStats = 65,100,110,60,55,40
GenderRatio = FemaleOneEighth
GrowthRate = Slow
BaseExp = 151
EVs = DEFENSE,2
CatchRate = 90
Happiness = 35
Abilities = SOLIDROCK,SUPERLUCK
HiddenAbilities = ROCKHEAD
Moves = 1,TACKLE,1,HARDEN,1,ROCKTHROW,1,BITE,12,ROAR,16,TAKEDOWN,20,SUBMISSION,24,ROCKSLIDE,28,ASSURANCE,35,SANDSTORM,40,DOUBLEEDGE,46,NIGHTSLASH,52,STEALTHROCK,58,CRUNCH,64,STONEEDGE,70,THROATCHOP,76,ROCKWRECKER
TutorMoves = CUT,STRENGTH,TAUNT,SANDSTORM,EARTHQUAKE,DIG,ROCKTOMB,FALSESWIPE,BODYSLAM,ASSURANCE,BRUTALSWING,ROCKSLIDE,DRAGONPULSE,DRAGONCLAW,POISONJAB,XSCISSOR,STONEEDGE,SNARL,DARKPULSE,SHADOWCLAW,DRILLRUN
EggGroups = Monster
HatchSteps = 8960
Height = 0.9
Weight = 199.0
Color = Gray
Shape = BipedalTail
Habitat = Cave
Category = Axe Head
Pokedex = made out of entirely just stone, its sig is just super luck again, made out of entirely just stone^2
WildItemUncommon = HARDSTONE
Evolutions = MAKWAHURT,Level,52
#-------------------------------
[MAKWAHURT]
Name = Mak'Wahurt
Types = ROCK,DARK
BaseStats = 87,123,133,78,65,51
GenderRatio = FemaleOneEighth
GrowthRate = Slow
BaseExp = 265
EVs = DEFENSE,3
CatchRate = 45
Happiness = 35
Abilities = DARKAURA,SUPERLUCK
HiddenAbilities = ROCKHEAD
Moves = 0,BRUTALSWING,1,TACKLE,1,HARDEN,1,ROCKTHROW,1,BITE,12,ROAR,16,TAKEDOWN,20,SUBMISSION,24,ROCKSLIDE,28,ASSURANCE,35,SANDSTORM,40,DOUBLEEDGE,48,NIGHTSLASH,56,STEALTHROCK,64,CRUNCH,72,STONEEDGE,80,THROATCHOP,88,ROCKWRECKER
TutorMoves = CUT,STRENGTH,TAUNT,SANDSTORM,EARTHQUAKE,DIG,ROCKTOMB,FALSESWIPE,BODYSLAM,ASSURANCE,BRUTALSWING,ROCKSLIDE,DRAGONPULSE,DRAGONCLAW,POISONJAB,XSCISSOR,STONEEDGE,SNARL,DARKPULSE,SHADOWCLAW,DRILLRUN
